year,number_trucks,hours,cost,description,animal_group,property_category,special_service_type_category,borough
2009,1,1,260,KITTEN WITH HEAD STUCK IN JAR,Cat,Dwelling,Other animal assistance,Lewisham
2009,1,1,260,CAT STUCK UP TREE,Cat,Outdoor,Animal rescue from height,Haringey
2009,1,1,260,BIRD TRAPPED IN DRAINPIPE,Bird,Outdoor Structure,Animal rescue from below ground,Bexley
2009,1,1,260,DEER STUCK IN FENCE,Deer,Outdoor,Other animal assistance,Hillingdon
2009,1,1,260,CAT TRAPPED ON FENCE,Cat,Dwelling,Other animal assistance,Brent
2009,1,1,260,CAT TRAPPED UNDER BUILDING FOUNDATIONS,Cat,Dwelling,Animal rescue from below ground,Haringey
2009,1,1,260,INJURED PIGEON TRAPPED ON LEDGE,Bird,Non Residential,Animal rescue from height,Redbridge
2009,1,1,260,DOG LOCKED IN CAR,Dog,Non Residential,Animal rescue from below ground,Richmond upon Thames
2009,1,1,260,DUCK TRAPPED BY FISHING LINE IN CENTRE OF LAKE,Bird,Outdoor,Animal rescue from water,Bromley
2009,1,1,260,ASSIST RSPCA WITH BIRDS TRAPPED IN FISHING LINE ON POND,Bird,Outdoor,Animal rescue from water,Lambeth
2009,1,1,260,BIRD TRAPPED IN NEETING,Bird,Outdoor,Animal rescue from height,Ealing
2009,1,1,260,DOG TRAPPED UNDER VAN WHEELARCH,Dog,Road Vehicle,Animal rescue from below ground,Barnet
2009,1,2,520,INJURED CAT IN PRECARIOUS POSITION,Cat,Dwelling,Animal rescue from water,Westminster
2009,1,1,260,BIRD TRAPPED IN GUTTERING,Bird,Dwelling,Animal rescue from height,Havering
2009,1,2,520,CROW STUCK IN WIRING,Bird,Outdoor,Animal rescue from height,Croydon
2009,1,1,260,FOX TRAPPED IN FENCE,Fox,Dwelling,Other animal assistance,Hillingdon
2009,1,1,260,CAT TRAPPED ON ROOF,Cat,Dwelling,Animal rescue from height,Southwark
2009,1,1,260,CAT ON ROOF,Cat,Dwelling,Animal rescue from height,Sutton
2009,1,1,260,CAT TRAPPED IN CELLAR,Cat,Dwelling,Animal rescue from below ground,Lambeth
2009,1,2,520,CAT TRAPPED IN CAR BONNET,Cat,Road Vehicle,Animal rescue from below ground,Southwark
2009,1,1,260,DOG WITH HEAD TRAPPED IN RAILINGS,Dog,Outdoor,Other animal assistance,Hounslow
2009,1,1,260,RUNNING CALL TO DOG IN PRECARIOUS POSITION,Dog,Dwelling,Animal rescue from height,Islington
2009,1,1,260,DOG IN WATER,Dog,Outdoor,Animal rescue from water,Merton
2009,1,1,260,DOG STUCK UNDER JETTY IN LAKE,Dog,Outdoor Structure,Animal rescue from water,Barking and Dagenham
2009,1,2,520,DEER TRAPPED IN DITCH,Deer,Road Vehicle,Other animal assistance,Bromley
2009,1,1,260,CAT ON WINDOW LEDGE,Cat,Dwelling,Animal rescue from height,Hackney
2009,1,1,260,CAT TRAPPED BETWEEN KITCHEN CUPBOARD,Cat,Dwelling,Other animal assistance,Barking and Dagenham
2009,1,1,260,CAT TRAPPED BETWEEN FENCE BEHIND,Cat,Outdoor,Animal rescue from height,Hounslow
2009,1,1,260,DOG ON WINDOW LEDGE,Dog,Dwelling,Animal rescue from height,Hackney
2009,1,1,260,BIRD TRAPPED ON WALL BY NETTING,Bird,Dwelling,Animal rescue from height,Haringey
2009,1,1,260,KITTEN TRAPPED IN PEN,Cat,Dwelling,Other animal assistance,Kingston upon Thames
2009,1,1,260,ASSIST RSPCA WITH CAT UP TREE,Cat,Outdoor,Animal rescue from height,Lewisham
2009,1,1,260,CAT TRAPPED IN DRAIN,Cat,Dwelling,Other animal assistance,Tower Hamlets
2009,1,1,260,DOG STUCK UNDER SHED,Dog,Non Residential,Other animal assistance,Newham
2009,1,2,520,CAT STUCK IN CAR ENGINE,Cat,Road Vehicle,Other animal assistance,Lambeth
2009,1,1,260,DISTRESSED KITTEN STUCK UP TREE,Cat,Outdoor,Animal rescue from height,Camden
2009,1,1,260,PIGEON TRAPPED IN FISHING LINE AND HANGING FROM TREE,Bird,Outdoor,Animal rescue from height,Croydon
2009,1,2,520,ASSIST RSPCA WITH CAT TRAPPED UNDER FLOORBOARDIS,Cat,Dwelling,Animal rescue from below ground,Barnet
2009,1,1,260,HORSE COLLAPSED,Horse,Road Vehicle,Other animal assistance,Richmond upon Thames
2009,1,1,260,INJURED CAT STUCK AT TOP OF TREE,Cat,Dwelling,Animal rescue from height,Greenwich
2009,1,1,260,BIRD TRAPPED IN SKY LIGHT,Bird,Dwelling,Animal rescue from height,Wandsworth
2009,1,1,260,CAT STUCK IN BUILDING,Cat,Dwelling,Animal rescue from height,Wandsworth
2009,1,1,260,"CAT TRAPPED UNDER OBJECT,",Cat,Dwelling,Other animal assistance,Wandsworth
2009,1,1,260,DOG TRAPPED IN LEAD,Dog,Dwelling,Other animal assistance,Islington
2009,1,1,260,DOG TRAPPED IN BARS OF GATE,Dog,Dwelling,Other animal assistance,Bromley
2009,1,2,520,DOG STRANDED IN POND,Dog,Outdoor,Animal rescue from water,Lewisham
2009,1,1,260,CAT STUCK IN LOFT SPACE,Cat,Dwelling,Animal rescue from height,Croydon
2009,1,2,520,KITTEN TRAPPED BEHIND PIPING,Cat,Dwelling,Other animal assistance,Southwark
2009,1,1,260,CAT PAW TRAPPED UNDER FLOORBOARDS,Cat,Dwelling,Animal rescue from below ground,Enfield
2009,1,1,260,CAT TRAPPED UNDER FLOORBOARDS,Cat,Dwelling,Animal rescue from below ground,Barnet
2009,1,1,260,INJURED DOG TRAPPED BEHIND FENCE,Dog,Outdoor,Animal rescue from below ground,Hammersmith and Fulham
2009,1,1,260,ASSIST RSPCA WITH DOG STRANDED ON ROOF,Dog,Dwelling,Animal rescue from height,Islington
2009,1,1,260,ASSIST RSPCA  GET CAT FROM TREE,Cat,Outdoor,Animal rescue from height,Ealing
2009,1,1,260,FOX TRAPPED IN METAL GATE,Fox,Outdoor,Other animal assistance,Wandsworth
2009,1,1,260,CAT FALLEN DOWN HOLE,Cat,Outdoor,Animal rescue from height,Islington
2009,1,1,260,PIDGEON TRAPPED ON BALCONY,Bird,Dwelling,Animal rescue from height,Tower Hamlets
2009,1,1,260,BIRD TRAPPED IN NETTING,Bird,Dwelling,Animal rescue from height,Haringey
2009,1,1,260,ASSIST RSPCA WITH CAT STUCK ON ROOF,Cat,Dwelling,Animal rescue from height,Wandsworth
2009,1,1,260,DOG IN PRECAROUS POSITION,Dog,Dwelling,Other animal assistance,Redbridge
2009,1,1,260,DOG WITH LEG TRAPPED BEHIND RADIATOR,Dog,Dwelling,Other animal assistance,Wandsworth
2009,1,1,260,CAT TRAPPED IN TREE,Cat,Outdoor,Animal rescue from height,Southwark
2009,1,1,260,TWO DOGS IN TOILET   ELDERLY LADY INVOLVED,Dog,Dwelling,Other animal assistance,Bromley
2009,1,1,260,GOOSE TRAPPED IN FISHING WIRE,Bird,Outdoor,Animal rescue from water,Lambeth
2009,1,1,260,CAT STUCK IN A CAR,Cat,Road Vehicle,Other animal assistance,Redbridge
2009,1,1,260,DOG IN THE RIVER,Dog,Outdoor,Animal rescue from water,Hammersmith and Fulham
2009,1,1,260,KITTEN STUCK BEHINED KITCHEN UNITS,Cat,Dwelling,Other animal assistance,Sutton
2009,1,1,260,CAT STUCK BETWEEN WALLS,Cat,Dwelling,Animal rescue from below ground,Hammersmith and Fulham
2009,1,1,260,CAT TRAPPED BEHIND KITCHEN UNITS,Cat,Dwelling,Other animal assistance,Tower Hamlets
2009,1,1,260,ASSIST RSPCA WITH PIGEON TRAPPED IN RAILINGS,Bird,Outdoor Structure,Animal rescue from height,Islington
2009,1,1,260,DOG WITH LEG TRAPPED IN METAL TABLE LEG,Dog,Dwelling,Other animal assistance,Camden
2009,1,1,260,FOX AND CAT TRAPPED IN BASEMENT AREA,Cat,Dwelling,Animal rescue from below ground,Hammersmith and Fulham
2009,1,1,260,KITTEN TRAPPED IN PIPE,Cat,Dwelling,Animal rescue from below ground,Newham
2009,1,1,260,DOG TRAPPED BETWEEN FENCE AND VAN,Dog,Dwelling,Other animal assistance,Bromley
2009,1,1,260,CAT STUCK IN FENCE,Cat,Dwelling,Other animal assistance,Barking and Dagenham
2009,1,5,1300,HORSE STUCK IN CANAL,Horse,Outdoor,Other animal assistance,Enfield
2009,1,1,260,FOX STUCK ON ROOF,Fox,Non Residential,Animal rescue from height,Merton
2009,1,1,260,CAT IN PRECARIOUS POSITION,Cat,Dwelling,Animal rescue from water,Islington
2009,1,1,260,CAT TRAPPED IN BARBED WIRE,Cat,Dwelling,Animal rescue from height,Newham
2009,1,2,520,PIGEON TANGLED IN WIRE AT FIRST FLOOR LEVEL,Bird,Dwelling,Animal rescue from height,Enfield
2009,1,1,260,KITTEN IN DISTRESS ON ROOF OF FLATS,Cat,Dwelling,Animal rescue from height,Kensington and Chelsea
2009,1,1,260,ASSIST RSPCA WITH PIDGEON TRAPPED IN WIRE IN TREE,Bird,Dwelling,Animal rescue from height,Barnet
2009,1,1,260,KITTEN TRAPPED ON ROOF AND IN DISTRESS,Cat,Dwelling,Animal rescue from height,Bromley
2009,1,2,520,DOG TRAPPED UNDER BUS,Dog,Road Vehicle,Other animal assistance,Bexley
2009,1,1,260,CAT TRAPPED ON WINDOW SILL,Cat,Dwelling,Animal rescue from height,Kensington and Chelsea
2009,1,1,260,RUNNING CALL TO CAT STUCK IN BASEMENT,Cat,Dwelling,Animal rescue from below ground,Westminster
2009,1,1,260,CAT IN STUCK IN BIN CHUTE,Cat,Dwelling,Animal rescue from height,Lambeth
2009,1,1,260,CAT TRAPPED UNDER BATH,Cat,Dwelling,Animal rescue from water,Barnet
2009,1,1,260,PIGEON HANGING FROM WIRING,Bird,Outdoor Structure,Animal rescue from height,Croydon
2009,1,1,260,CAT UP TREE,Cat,Outdoor,Animal rescue from height,Merton
2009,1,1,260,PIGEON STUCK ON ROOF AREA,Bird,Dwelling,Animal rescue from height,Greenwich
2009,1,1,260,CAT STUCK ON ROOF,Cat,Dwelling,Animal rescue from height,Lambeth
2009,1,1,260,DOG IN DISTRESS,Dog,Dwelling,Other animal assistance,Harrow
2009,1,2,520,DOG WITH HEAD STUCK IN BASKET,Dog,Outdoor,Other animal assistance,Lewisham
2009,1,1,260,ASSIST POLICE WITH DUCKLINGS IN DRAIN,Bird,Outdoor,Animal rescue from below ground,Westminster
2009,1,1,260,CAT TRAPPED IN CUPBOARD,Cat,Dwelling,Animal rescue from below ground,Wandsworth
2009,1,1,260,CAT TRAPPED IN BARBED WIRE,Cat,Dwelling,Other animal assistance,Brent
2009,1,1,260,ASSIST RSPCA WITH KITTEN STUCK ON ROOF,Cat,Dwelling,Animal rescue from height,Southwark
2009,1,1,260,DOG TRAPPED IN TUNNEL,Dog,Outdoor Structure,Animal rescue from below ground,Haringey
2009,1,1,260,INJURED CYGENT STUCK IN MUD,Bird,Outdoor,Animal rescue from water,Hounslow
2009,1,1,260,SMALL ANIMAL RESCUE,Cat,Non Residential,Animal rescue from height,Barking and Dagenham
2009,1,1,260,WHITE CAT TRAPPED ON TOP OF BUILDING,Cat,Dwelling,Animal rescue from height,Tower Hamlets
2009,1,1,260,CAT LOCKED IN VACANT FLAT,Cat,Dwelling,Other animal assistance,Haringey
2009,2,3,780,YOUNG DEER TRAPPED IN RIVER,Deer,Outdoor,Animal rescue from water,Enfield
2009,1,1,260,DOG STUCK IN RAILINGS,Dog,Outdoor,Other animal assistance,Westminster
2009,1,1,260,CAT TRAPPED BETWEEN FENCE AND BRICK WALL,Cat,Dwelling,Other animal assistance,Hillingdon
2009,1,1,260,DOG STUCK IN FENCE,Dog,Outdoor,Other animal assistance,Bexley
2009,1,1,260,CAT WITH PAW TRAPPED IN TREE,Cat,Outdoor,Animal rescue from height,Croydon
2009,1,1,260,HORSE IN DISTRESS,Horse,Outdoor,Other animal assistance,Bexley
2009,1,1,260,CAT WITH HEAD STUCK IN WINDOW,Cat,Dwelling,Other animal assistance,Camden
2009,1,1,260,CAT TRAPPED INSIDE VEHICLE,Cat,Road Vehicle,Other animal assistance,Lewisham
2009,1,1,260,PUPPY STUCK BEHIND RADIATOR,Dog,Dwelling,Other animal assistance,Hackney
2009,1,1,260,DEER TRAPPED IN GATES,Deer,Outdoor,Other animal assistance,Enfield
2009,1,1,260,CAT STUCK IN CHIMNEY,Cat,Dwelling,Animal rescue from height,Barking and Dagenham
2009,1,1,260,CAT TRAPPED BEHIND CUPBOARD,Cat,Dwelling,Other animal assistance,Croydon
2009,1,1,260,HOUSE MARTIN TAPPED IN GRATE,Bird,Dwelling,Animal rescue from height,Brent
2009,1,1,260,DOG IN CANAL,Dog,Outdoor,Animal rescue from water,Hackney
2009,1,1,260,CAT TRAPPED UNDER FENCE,Cat,Dwelling,Animal rescue from below ground,Hammersmith and Fulham
2009,1,1,260,DOG THROWN INTO ELECTRICITY SUB STATION,Dog,Outdoor Structure,Other animal assistance,Hounslow
2009,1,1,260,CAT TRAPPED IN BASEMENT,Cat,Dwelling,Animal rescue from below ground,Camden
2009,1,1,260,CAT TRAPPED BETWEEN CURTAIN RAIL AND WALL,Cat,Dwelling,Other animal assistance,Sutton
2009,1,1,260,DOG TRAPPED UNDER PORTAKABIN,Dog,Dwelling,Animal rescue from below ground,Bexley
2009,1,1,260,DOG IN PRECARIOUS POSITION ON BALCONY,Dog,Dwelling,Animal rescue from height,Hackney
2009,1,1,260,CAT TRAPPED IN SHUTTERS,Cat,Non Residential,Animal rescue from height,Barking and Dagenham
2009,2,5,1300,HORSE STUCK IN MUD,Horse,Outdoor,Animal rescue from water,Bexley
2009,1,1,260,PIGEON TRAPPED BEHIND SHOP SIGN,Bird,Non Residential,Animal rescue from height,Lewisham
2009,1,3,780,HORSE IMPAILED ON RAILINGS - LARGE ANIMAL RESCUE,Horse,Outdoor,Other animal assistance,Redbridge
2009,1,2,520,CAT TRAPPED IN CAR BONNET,Cat,Road Vehicle,Other animal assistance,Brent
2009,1,1,260,RUNNING CALL TO ASSIST RSPCA WITH TRAPPED GULL IN NETTING,Bird,Non Residential,Animal rescue from height,Kingston upon Thames
2009,1,1,260,CAT TRAPPED BETWEEN TWO WALLS,Cat,Outdoor Structure,Other animal assistance,Redbridge
2009,1,4,1040,CAT STUCK BETWEEN TWO WALLS,Cat,Dwelling,Animal rescue from below ground,Islington
2009,1,1,260,CAT STUCK UNDER SINK,Cat,Dwelling,Other animal assistance,Redbridge
2009,1,1,260,KITTENS STUCK IN CHIMNEY,Cat,Dwelling,Animal rescue from height,Redbridge
2009,1,1,260,DOG TRAPPED IN DERELICT HOUSE BASEMENT - NORMANSFIELD HOUSE,Dog,Dwelling,Animal rescue from water,Richmond upon Thames
2009,1,1,260,CAT STUCK BEHIND PIPES IN BATHROOM,Cat,Dwelling,Other animal assistance,Kensington and Chelsea
2009,1,2,520,RUNNING CALL TO CAT IN DISTRESS,Cat,Outdoor,Animal rescue from height,Harrow
2009,1,1,260,CAT LOCKED IN GARAGE,Cat,Dwelling,Other animal assistance,Barking and Dagenham
2009,1,1,260,DOG STUCK ON ROOF,Dog,Dwelling,Animal rescue from height,Croydon
2009,1,1,260,CAT LOCKED IN GARAGE,Cat,Non Residential,Animal rescue from below ground,Ealing
2009,2,5,1300,HORSE STUCK IN RESERVOIR,Horse,Outdoor,Animal rescue from water,Enfield
2009,1,1,260,DEER TRAPPED UNDER BUS,Deer,Outdoor Structure,Other animal assistance,Barnet
2009,1,1,260,DOG WITH PAW STUCK IN DOOR STOP,Dog,Dwelling,Other animal assistance,Barking and Dagenham
2009,1,1,260,DOG TRAPPED IN METAL RAILINGS,Dog,Dwelling,Other animal assistance,Havering
2009,1,1,260,DOG TRAPPED IN WINDOW FRAME,Dog,Dwelling,Animal rescue from height,Westminster
2009,1,1,260,ASSIST RSPCA WITH CAT UP TREE,Cat,Outdoor,Animal rescue from height,Barnet
2009,1,1,260,CAT IN DISTRESS STUCK ON WALL,Cat,Dwelling,Animal rescue from height,Westminster
2009,1,1,260,DOG STUCK BETWEEN WINDOW AND FRAME,Dog,Dwelling,Animal rescue from height,Barnet
2009,1,1,260,CAT UP TREE,Cat,Dwelling,Animal rescue from height,Bexley
2009,1,1,260,CAT STUCK IN HOLE IN GARDEN,Cat,Dwelling,Animal rescue from below ground,Tower Hamlets
2009,1,1,260,DOG FALLEN INTO A PIT - FRU REQUIRED FOR LINE OPS,Dog,Outdoor,Animal rescue from below ground,Brent
2009,1,1,260,KITTEN TRAPPED IN WALL,Cat,Dwelling,Animal rescue from height,Newham
2009,1,1,260,KITTEN TRAPPED IN CHIMNEY,Cat,Dwelling,Animal rescue from height,Harrow
2009,1,1,260,FOX WITH TAIL TRAPPED IN FENCE,Fox,Outdoor,Other animal assistance,Sutton
2009,1,1,260,ASSIST RSPCA WITH RESCUE OF SWAN FROM SEWAGE WORKS,Bird,Outdoor,Animal rescue from water,Hounslow
2009,1,1,260,CAT TRAPPED IN CHAIR,Cat,Dwelling,Other animal assistance,Barnet
2009,1,1,260,CAT TRAPPED IN WINDOW,Cat,Dwelling,Animal rescue from height,Camden
2009,1,1,260,INJURED CAT TRAPPED IN BUILDING,Cat,Dwelling,Animal rescue from height,Islington
2009,1,1,260,ASSIST RSPCA WITH CAT UP TREE,Cat,Outdoor,Animal rescue from height,Ealing
2009,1,1,260,ASSIST RSPCA WITH FOX UNDER DRAIN,Fox,Outdoor Structure,Animal rescue from below ground,Southwark
2009,1,1,260,KITTEN TRAPPED IN WINDOW,Cat,Dwelling,Animal rescue from height,Haringey
2009,1,1,260,KITTEN IN DISTRESS ON BALCONY,Cat,Dwelling,Animal rescue from height,Tower Hamlets
2009,1,1,260,ASSIST RSPCA WITH CAT UP TREE,Cat,Outdoor,Animal rescue from height,Brent
2009,1,1,260,CAT STUCK IN VENTILATION SHAFT,Cat,Dwelling,Other animal assistance,Southwark
2009,1,1,260,ASSIST RSPCA WITH CAT STUCK ON ROOF,Cat,Dwelling,Other animal assistance,Hackney
2009,1,1,260,DOG TRAPPED BETWEEN FENCES,Dog,Dwelling,Other animal assistance,Redbridge
2009,1,1,260,INJURED CAT FALLEN ONTO FIRST FLOOR BALCONY,Cat,Dwelling,Animal rescue from height,Islington
2009,1,1,260,CAT STUCK ON ROOF FOR TWO DAYS,Cat,Dwelling,Animal rescue from height,Hackney
2009,1,1,260,SMALL ANIMAL RESCUE - CAT TRAPPED BETWEEN WALLS,Cat,Dwelling,Animal rescue from height,Croydon
2009,1,1,260,RUNNING CALL TO STRAY HORSE IN ROADWAY,Horse,Outdoor,Other animal assistance,Hillingdon
2009,1,3,780,ASSIST RSPCA WITH HORSE STUCK IN WATER,Horse,Outdoor,Animal rescue from water,Hillingdon
2009,1,1,260,DEER TRAPPED IN FENCE,Deer,Non Residential,Other animal assistance,Havering
2009,1,2,520,DOG TRAPPED IN HOLE IN CHURCH YARD,Dog,Outdoor,Animal rescue from below ground,Hackney
2009,1,1,260,DOG TRAPPED ON ROOF OF HOUSE,Dog,Dwelling,Animal rescue from height,Hounslow
2009,1,1,260,KITTEN TRAPPED BEHIND RADIATOR,Cat,Dwelling,Other animal assistance,Redbridge
2009,1,1,260,CAT STUCK ON ROOF,Cat,Dwelling,Animal rescue from height,Wandsworth
2009,1,1,260,ASSIST RSPCA WITH CAT UP TREE,Cat,Outdoor,Animal rescue from height,Kensington and Chelsea
2009,1,3,780,ASSIST RSPCA WITH CAT STUCK ON ROOF,Cat,Dwelling,Animal rescue from height,Lewisham
2009,1,1,260,CAT STUCK UNDER SHED,Cat,Non Residential,Other animal assistance,Bromley
2009,1,1,260,DOG STUCK IN FENCE,Dog,Outdoor,Other animal assistance,Hillingdon
2009,1,1,260,CAT STUCK BETWEEN WALLS,Cat,Dwelling,Animal rescue from height,Hillingdon
2009,1,1,260,DOG LOCKED IN CAR,Dog,Road Vehicle,Other animal assistance,Camden
2009,1,1,260,PUPPY TRAPPED BETWEEN WALL,Dog,Dwelling,Other animal assistance,Newham
2009,1,1,260,FOX STUCK IN SWIMMING POOL,Fox,Dwelling,Animal rescue from water,Havering
2009,1,1,260,DISTRESSED CAT STUCK UP TREE,Cat,Outdoor,Animal rescue from height,Bexley
2009,1,1,260,DOG TRAPPED IN BUSHES,Dog,Outdoor,Other animal assistance,Hounslow
2009,2,7,1820,HORSE TRAPPED IN MUD AND WATER,Horse,Outdoor,Animal rescue from water,Hillingdon
2009,1,3,780,CAT TRAPPED ON ROOF,Cat,Dwelling,Animal rescue from height,Croydon
2009,1,1,260,CAT STUCK INSIDE BUILDING,Cat,Non Residential,Animal rescue from below ground,Hackney
2009,1,1,260,RUNNING CALL KITTEN WITH HEAD STUCK IN BONGO DRUMS,Cat,Non Residential,Other animal assistance,Newham
2009,1,1,260,DOG TRAPPED IN BARBED WIRE IN WOODS,Dog,Outdoor,Animal rescue from below ground,Sutton
2009,1,1,260,CAT TRAPPED BEHIND FITTED CUPBOARD,Cat,Dwelling,Other animal assistance,Westminster
2009,1,1,260,CAT LOCKED IN BUILDING UNDER RENOVATION,Cat,Dwelling,Other animal assistance,Bexley
2009,1,1,260,CAT STUCK UP TREE,Cat,Outdoor,Animal rescue from height,Haringey
2009,1,1,260,ASSIST RSPCA WITH CAT ON LEDGE,Cat,Dwelling,Animal rescue from height,Haringey
2009,1,1,260,CAT  STUCK IN DRAINPIPE,Cat,Outdoor Structure,Animal rescue from below ground,Richmond upon Thames
2009,1,1,260,POSSIBLE CAT STUCK BEHIND FIRE PLACE,Cat,Dwelling,Other animal assistance,Enfield
2009,1,1,260,DOG WITH HEAD STUCK IN FENCE,Dog,Outdoor,Other animal assistance,Havering
2009,1,1,260,INJURED CAT TRAPPED IN DERELICT BUILDING,Cat,Non Residential,Other animal assistance,Southwark
2009,1,1,260,DOG LOCKED IN BEDROOM,Dog,Dwelling,Other animal assistance,Islington
2009,1,2,520,CAT IN TREE,Cat,Outdoor,Animal rescue from height,Hackney
2009,1,1,260,CAT STUCK UP CHIMNEY,Cat,Dwelling,Animal rescue from height,Lewisham
2009,1,1,260,THREE KITTENS STUCK UP CHIMNEY,Cat,Dwelling,Animal rescue from height,Westminster
2009,1,1,260,DOG TRAPPED BETWEEN TOILET AND WALL,Dog,Dwelling,Other animal assistance,Waltham Forest
2009,1,1,260,RUNNING CALL TO CAT TRAPPED IN BUILDING UNDER REFURBISHMENT,Cat,Non Residential,Animal rescue from below ground,Kensington and Chelsea
2009,1,1,260,CAT STUCK UNDERNEATH FLOORBOARDS,Cat,Dwelling,Other animal assistance,Lambeth
2009,1,1,260,DOG TRAPPED IN BARS OF STAIRCASE,Dog,Dwelling,Animal rescue from height,Lewisham
2009,1,1,260,CAT TRAPPED IN GARAGE,Cat,Non Residential,Other animal assistance,Barking and Dagenham
2009,1,1,260,CAT TRAPPED BEHIND CUPBOARD,Cat,Other Residential,Animal rescue from below ground,Barnet
2009,1,1,260,DEER TRAPPED IN RAILINGS,Deer,Outdoor,Other animal assistance,Croydon
2009,1,1,260,CAT TRAPPED BETWEEN WALL AND SHED,Cat,Dwelling,Animal rescue from below ground,Hammersmith and Fulham
2009,1,1,260,TO ASSIST RSPCA WITH CAT ON HOUSE ROOF STUCK BETWEEN CHIMNEY POTS,Cat,Dwelling,Animal rescue from height,Richmond upon Thames
2009,1,3,780,DOG TRAPPED DOWN HOLE,Dog,Outdoor,Animal rescue from below ground,Bromley
2009,1,1,260,BIRD TRAPPED IN NETTING,Bird,Non Residential,Animal rescue from height,Kingston upon Thames
2009,1,1,260,CAT TRAPPED IN DERELICT PUB,Cat,Non Residential,Animal rescue from height,Barking and Dagenham
2009,1,1,260,CAT STUCK BETWEEN WALL,Cat,Dwelling,Animal rescue from below ground,Haringey
2009,1,1,260,CAT STUCK BEHIND BATH,Cat,Dwelling,Other animal assistance,Merton
2009,1,1,260,KITTEN WITH TRAPPED IN CAVITY BEHIND KITCHEN CUPBOARD,Cat,Dwelling,Other animal assistance,Bromley
2009,1,1,260,DOG STUCK ON RIVER BANK OF RIVER THAMES,Dog,Outdoor,Animal rescue from water,Richmond upon Thames
2009,1,1,260,DISTRESSED PARROT STUCK IN TREE,Bird,Outdoor,Animal rescue from height,Waltham Forest
2009,1,1,260,DOG TRAPPED BETWEEN RAILINGS,Dog,Outdoor Structure,Other animal assistance,Westminster
2009,1,1,260,BIRD TRAPPED IN NETTING,Bird,Outdoor Structure,Animal rescue from height,Kingston upon Thames
2009,1,1,260,SMALL ANIMAL RESCUE - CAT TRAPPED BY NETTING IN TREE,Cat,Outdoor,Animal rescue from height,Camden
2009,1,2,520,CAT STUCK BETWEEN TWO WALLS,Cat,Dwelling,Other animal assistance,Havering
2009,1,1,260,DOG WITH LEG STUCK IN CAGE,Dog,Dwelling,Other animal assistance,Bromley
2009,1,1,260,CAT FALLEN FROM ROOF ONTO SPIKE,Cat,Dwelling,Other animal assistance,Lewisham
2009,1,1,260,ASSIST RSPCA WITH CAT ON ROOF,Cat,Dwelling,Animal rescue from height,Lambeth
2009,1,1,260,CAT POSSIBLY WITH FOOT STUCK ON ROOF,Cat,Dwelling,Animal rescue from height,Barnet
2009,1,1,260,DOG FALLEN INTO CANAL,Dog,Outdoor,Animal rescue from water,Bexley
2009,1,3,780,CAT LOCKED IN AT SCENE OF PREVIOUS FIRE,Cat,Dwelling,Animal rescue from height,Wandsworth
2009,1,1,260,CAT TRAPPED,Cat,Dwelling,Other animal assistance,Hillingdon
2009,1,1,260,BIRD TRAPPED IN NETTING,Bird,Non Residential,Animal rescue from height,Kingston upon Thames
2009,1,1,260,ASSIST POLICE TO RESCUE DOG FALLEN INTO PIT,Dog,Non Residential,Animal rescue from below ground,Hillingdon
2009,1,1,260,CAT STUCK UP TREE,Cat,Outdoor,Animal rescue from height,Wandsworth
2009,1,1,260,LARGE ANIMAL RESCUE -  INFIRMED HORSE THAT HAS FALLEN,Horse,Outdoor,Other animal assistance,Greenwich
2009,1,1,260,DOG WITH HEAD TRAPPED IN RAILINGS,Dog,Outdoor Structure,Other animal assistance,Lewisham
2009,1,1,260,DOG WITH HEAD TRAPPED IN GATE RAILINGS,Dog,Outdoor,Other animal assistance,Waltham Forest
2009,1,1,260,FOX WITH FOOT CAUGHT IN WIRE FENCING,Fox,Outdoor Structure,Animal rescue from height,Bexley
2009,1,1,260,DOG IN LAKE,Dog,Outdoor,Animal rescue from water,Enfield
2009,1,1,260,CAT LOCKED IN NEXT DOOR NEIGHBOURS FLAT,Cat,Dwelling,Other animal assistance,Hammersmith and Fulham
2009,1,1,260,CAT TRAPPED IN LOFT,Cat,Dwelling,Animal rescue from height,Greenwich
2009,1,1,260,GULL TRAPPED IN NETTING,Bird,Outdoor,Animal rescue from height,Harrow
2009,1,1,260,CAT TRAPPED BETWEEN BUILDINGS,Cat,Dwelling,Animal rescue from below ground,Hounslow
2009,1,1,260,DOG TRAPPED UNDER DECKING,Dog,Dwelling,Other animal assistance,Croydon
2009,1,1,260,DOG FALLEN THROUGH ICE IN LAKE,Dog,Outdoor,Animal rescue from water,Enfield
2009,1,1,260,RUNNING CALL TO KITTEN TRAPPED ON ROOF,Cat,Dwelling,Animal rescue from height,Hillingdon
2009,1,1,260,DOG IN LAKE,Dog,Outdoor,Animal rescue from water,Hounslow
2009,1,1,260,BIRD WITH WINGS TRAPPED IN NETTING,Bird,Non Residential,Animal rescue from height,Kingston upon Thames
2009,2,3,780,DOG FALLEN INTO CANAL,Dog,Outdoor,Animal rescue from water,Enfield
2009,1,1,260,DOG STUCK IN LAKE,Dog,Outdoor,Animal rescue from water,Bexley
2009,1,1,260,ASSIST RSPCA WITH CAT STUCK ON ROOF,Cat,Dwelling,Animal rescue from height,Wandsworth
2009,1,1,260,KITTEN TRAPPED UNDER DECKING,Cat,Dwelling,Animal rescue from below ground,Haringey
